"","Values","Names","Ranking"
"1",9.28,"Sport",2
"2",8.23384615384615,"Stress",1
"3",9.47,"Ernährung",2
"4",0,"Sucht",0
"5",9.5775,"Arbeitsunfälle",2
"6",8.82222222222222,"Atmosphäre",1
"7",10.6455555555556,"Weiterbildungen",4
"8",11.7371428571429,"Ergonomie",5
"9",9.76714285714286,"IKT",2
"10",10.4714285714286,"Technostress",4
"11",10.435,"Familie",3
"12",0,"Eltern",0
"13",0,"Kinderbetreuung",0
"14",0,"Frauen",0
"15",0,"WLB",0
