"","AGIL2AgilMeth","AGIL1Pro2","Digi3IKTAutomation2","Flex2oe1a","Flex1ze1","Demo1OrgStr4","Demo4Auto6","Digi3IKTAutomation3","Flex1ze2","Flex2oe1b","Demo3Parti3","Flex2oe1c","Demo1OrgStr3","Demo1OrgStr2","Demo4Auto4","Demo3Parti2","AGIL1Pro1","Digi3IKTAutomation1","AGIL1Re","Demo4Auto5"
"1",-0.769447223009277,-1.20342751459581,-0.405935876065806,-1.1823681118365,-0.2701058304808,0.044150609167922,0.406140005018454,-0.397416351259939,0.468207666534146,0.260115429502875,-1.16594274318072,-1.11562397837505,0.835104533860114,1.37698680131959,0.266900217152289,-2.56102724050752,-0.930386700652838,-0.570833552895924,-2.00356184682991,0.233685020505465
"2",-0.769447223009277,-2.13844889213917,-0.405935876065806,-1.1823681118365,-1.84263977398372,-0.346766244468542,0.406140005018454,-0.397416351259939,-1.48905388980763,-1.02533872904516,-1.16594274318072,-1.11562397837505,-0.301243684754718,0.582930640423148,-1.77693027133217,-1.57868375944324,-0.0337555267067864,-0.570833552895924,-2.00356184682991,0.233685020505465
"3",-0.769447223009277,-1.20342751459581,-0.405935876065806,-1.1823681118365,-1.05637280223226,0.435067462804386,0.406140005018454,-0.397416351259939,-1.48905388980763,-1.02533872904516,0.693440618451731,0.809167053783313,0.456321794321837,1.37698680131959,-0.755015027089941,0.386003202685334,-0.0337555267067864,-0.570833552895924,-0.236935736981617,0.233685020505465
"4",0.737534664765294,-1.20342751459581,-0.405935876065806,0.636111191925678,-0.2701058304808,0.044150609167922,-0.497574665242691,-0.397416351259939,0.468207666534146,0.260115429502875,-0.236251062364494,0.167570043063857,0.0775390547835593,0.979958720871368,0.266900217152289,-1.57868375944324,-0.930386700652838,1.14976403501002,-1.12024879190576,1.19791932911847
"5",0.737534664765294,1.60163661803426,-0.405935876065806,0.0299514240049533,0.516161141270661,0.825984316440851,1.3098546752796,0.706517957795448,-0.836633371027037,0.902842508776893,0.693440618451731,0.167570043063857,1.21388727339839,-0.211125520473292,0.266900217152289,1.36834668374962,1.75950682118532,-0.570833552895924,0.64637731794253,1.19791932911847
"6",2.24451655253986,-0.268406137052456,-0.405935876065806,1.2422709598464,0.516161141270661,0.825984316440851,-1.40128933550384,-0.397416351259939,1.12062818531474,1.54556958805091,0.693440618451731,0.809167053783313,-1.05880916383127,-1.00518168136973,-0.755015027089941,0.386003202685334,0.862875647239265,-0.570833552895924,0.64637731794253,-1.69478359672056
"7",-0.769447223009277,-1.20342751459581,-0.405935876065806,-0.576208343915772,0.516161141270661,0.044150609167922,-0.497574665242691,-0.397416351259939,-0.836633371027037,-1.02533872904516,-1.16594274318072,-1.11562397837505,-0.680026424292996,-1.40220976181795,0.266900217152289,-0.596340278378952,-0.930386700652838,-0.570833552895924,-2.00356184682991,-0.730549288107545
"8",-0.0159562791219917,0.666615240490902,0.652485886033122,-0.576208343915772,-1.05637280223226,-0.346766244468542,-0.497574665242691,0.706517957795448,-0.836633371027037,-0.382611649771142,0.693440618451731,-0.474026967655599,1.21388727339839,0.185902559974928,0.266900217152289,-0.596340278378952,-0.0337555267067864,0.289465241057047,-0.236935736981617,0.233685020505465
"9",-0.769447223009277,0.666615240490902,-0.405935876065806,1.2422709598464,1.30242811302212,1.60781802371378,1.3098546752796,-0.397416351259939,0.468207666534146,1.54556958805091,1.62313229926796,1.45076406450277,1.21388727339839,0.185902559974928,1.28881546139452,1.36834668374962,0.862875647239265,-0.570833552895924,1.52969037286668,1.19791932911847
"10",-0.769447223009277,-0.268406137052456,-0.405935876065806,-1.1823681118365,0.516161141270661,0.825984316440851,0.406140005018454,-0.397416351259939,0.468207666534146,0.902842508776893,-0.236251062364494,0.809167053783313,-0.680026424292996,1.37698680131959,-0.755015027089941,-1.57868375944324,-0.930386700652838,2.01006282896299,-0.236935736981617,-0.730549288107545
