"","Values","Names","Ranking"
"1",9.37652173913044,"Sport",0
"2",10.035,"Stress",0
"3",9.55,"Ernaehrung",0
"4",0,"Sucht",0
"5",10.3830434782609,"Arbeitsunfaelle",0
"6",10.8583333333333,"Atmosphaere",0
"7",11.9505882352941,"Weiterbildungen",0
"8",11.0935294117647,"Ergonomie",0
"9",11.1266666666667,"IKT",0
"10",10.7866666666667,"Technostress",0
"11",9.85,"Familie",0
"12",4.68666666666667,"Eltern",0
"13",7.645,"Kinderbetreuung",0
"14",0,"Frauen",0
"15",0,"WLB",0
