"","Values","Names","Ranking"
"1",9.50703703703704,"Sport",0
"2",9.40230769230769,"Stress",0
"3",10.0577777777778,"Ernährung",1
"4",6.13333333333333,"Sucht",0
"5",9.92125,"Arbeitsunfälle",1
"6",10.6111111111111,"Atmosphäre",1
"7",11.4309090909091,"Weiterbildungen",3
"8",11.6505882352941,"Ergonomie",4
"9",11.4288888888889,"IKT",3
"10",11.62,"Technostress",4
"11",12.49,"Familie",5
"12",7.22,"Eltern",0
"13",0,"Kinderbetreuung",0
"14",0,"Frauen",0
"15",9.81,"WLB",1
